document_id,most_prevalent_topic_id,most_prevalent_topic_probability,text_excerpt,state,school type,grade,year,subject
0,9,0.2535883092556774,"ist es, das Philosophieren zu lernen. Entsprechend philosophieren Schülerinnen und Schüler selbstständig, d. h. sie reflektieren grundsätzliche philosophische Fragestellungen und Probleme methodisch geleitet und unter Einbezug philosophischer Positionen. In einer Kultur der Digitalität gehört hierzu auch die reflektierte Auseinandersetzung mit generativen KI-Systemen. Im Sinne eines erweiterten Textbegriffs wird alles zeichenhaft Vermittelte dem Begriff Text zugeordnet, der mündliche und schriftliche Textsorten, kontinuierliche",NRW,,Sek1,2024.0,"Ethik, Philo"
1,1,0.5624914326401588,"Staatsformen, erläutern Grundprobleme moralischen Urteilens und Handelns, diskutieren den eigenen und gesellschaftlichen Umgang mit Medien und den Einfluss von Medien auf Urteile und Handlungen, erläutern die Bedeutung von Vielfalt, unterschiedlichen Kulturen und religiösen Ausdrucksformen für das Leben in einer pluralen Welt, erläutern Wahrnehmungs- und Erkenntnisprozesse auch im Hinblick auf den Einfluss und den Umgang mit Medien, erläutern Konzepte von Nachhaltigkeit, reflektieren",NRW,,Sek1,2024.0,"Ethik, Philo"
2,7,0.96666330177005,"Wirkungsgeschichten, den kulturellen Ausprägungen sowie den ethischen Grundsätzen und Orientierungsmöglichkeiten verschiedener Religionen und Weltanschauungen bekannt. Besondere Bedeutung kommt dabei einerseits dem Umstand zu, dass die Schülerinnen und Schüler in einer Kultur leben, die weitgehend vom Christentum geprägt ist. Andererseits ist dessen Bindungskraft zunehmend anderen, oft auch säkularen Orientierungsangeboten gewichen. Die Schülerinnen und Schüler entdecken Gemeinsamkeiten und Unterschiede zwischen den Weltreligionen und",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
3,4,0.9727260834672905,"mit Problemfeldern zum Thema Toleranz auseinander. Vorstellungen von Toleranz z. B. bei Lessing; Grenzen von Toleranz diskutieren Lösungsvorschläge für individuelle und gesellschaftliche Konflikte. Sterbehilfe, Organspende, PID/PND Präimplantations- und Pränataldiagnostik, Todesstrafe Kultur des Hinsehens, Aufmerksamkeit, Empathie, Organisation von Hilfe Möglichkeiten und Grenzen von Zivilcourage Mediationsverfahren im Rahmen fiktiver Fallbeispiele z. B. Mobbing, Petzen, Prügelei gerechter Interessenausgleich, Täter-OpferAusgleich, Motivation zur Toleranz, Übernahme anderer",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
4,8,0.969999043947316,"weltanschaulicher und religiöser Fragen und Wertvorstellungen befassen. Dazu gehören Reflexionen über eigene und fremde Lebensvorstellungen und Auseinandersetzungen mit religiös und weltanschaulich begründeten Sinnentwürfen. Das nachvollziehende Kennenlernen anderer Lebensordnungen, Sinnentwürfe und Kulturen trägt dabei zur Erweiterung der eigenen Wahrnehmungsfähigkeit bei Das Fach Werte und Normen will durch die Kontrastierung des Gewohnten mit bisher unbekannten oder weniger vertrauten Perspektiven die Nachdenklichkeit der Schülerinnen",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
5,8,0.9718733693419828,"Grundlagen für Konfliktlösungen Fragen nach der Wirklichkeit Leben in Vielfalt Menschenrechte und Menschenwürde Wahrheit und Wirklichkeit Fragen nach Orientierungsmöglichkeiten Aspekte von Religionen und Weltanschauungen Leben in religiös und weltanschaulich geprägten Kulturen Deutungsmöglichkeiten und -grenzen von Religionen und Weltanschauungen Bei vertikaler Blickrichtung dokumentiert die Übersicht eine mögliche Abfolge der Leitthemen, die in den drei Doppelschuljahrgängen jeweils zu behandeln sind. Die hier skizzierte",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
6,3,0.9689607198335912,"des zentralen didaktischen Bereichs Entwicklung der ethischen Urteilsfähigkeit eine besondere Bedeutung zu. Fragen nach der Wirklichkeit Die Lebenswirklichkeit der Schülerinnen und Schüler ist mehr denn je von einer Pluralität verschiedener Kulturen, Nationalitäten, Religionen, Weltanschauungen und individuellen Überzeugungen geprägt. Die Omnipräsenz moderner Medien trägt zusätzlich dazu bei, dass die Schülerinnen und Schüler mit einer Fülle diverser Wahrheits- und Wirklichkeitsvorstellungen konfrontiert werden. Nicht",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
7,4,0.9749978543138669,"Intoleranz, Unsicherheit, Schwarz-Weiß-Denken, Stärkung des Ich- und Wir-Gefühls, Aufbau von Feindbildern, Ausgrenzung, Diskriminierung, Konflikte, Gewalt diskutieren Möglichkeiten und Voraussetzungen eines toleranten Zusammenlebens. Minimalkonsens grundlegender Wertvorstellungen Informationen über andere Religionen und Kulturen, interkulturelle Begegnungen infolge von Migration, Fluchtursachen ... Grundbegriffe: Klischee, Toleranz, Vorurteil Inhaltsbezogener Kompetenzbereich: Fragen nach Orientierungsmöglichkeiten Leitthema: Aspekte von Religionen und Weltanschauungen Erwartete Kompetenzen am Ende von Schuljahrgang Mögliche Inhalte",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
8,8,0.9763150268049123,"Diskriminierung z. B. Rassismus, Mobbing, Folter, Todesstrafe Güterabwägung bei Produkten von Kinderarbeit ... Grundbegriffe: Grundbedürfnisse, Menschenrechte, Menschenwürde, Mobbing Inhaltsbezogener Kompetenzbereich: Fragen nach Orientierungsmöglichkeiten Leitthema: Leben in religiös und weltanschaulich geprägten Kulturen Erwartete Kompetenzen am Ende von Schuljahrgang Mögliche Inhalte für den Kompetenzerwerb Die Schülerinnen und Schüler ... beschreiben Ursprung und Bedeutung ausgewählter Initiationsriten. Kommunion, Firmung, Konfirmation, Bar/Bat Mizwa, Sünnet, Jugendweihe/Jugendfeier Initiationsriten",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
9,1,0.9257337536456199,"Wer will ich sein Mensch sein Mädchen-/Junge-Sein Meine Gefühle Stärken/Schwächen - Erfolge/Misserfolge Ich und die anderen Stunden Familie In Gemeinschaft leben Freundschaft Klassengemeinschaft Die Welt Stunden Medien und soziale Netzwerke Kultur Armut und Wohlstand Schönheit der Natur - Natur erhalten Natur Mit Tieren leben Staunen - Mythen - vom Anfang der Welt Welt und Transzendenz Feste und Riten im Christentum, Islam",Saarland,GemS,"5,6",2018.0,"Ethik, Philo"
